company_name,year_month,length,first_senti_avg,last_senti_avg,senti_improve,verify_thread
AskAmex,2017-12,5.043478260869565,1.8846014492753624,1.9278985507246378,0.04329710144927536,92
AskCiti,2017-01,6.0,2.0,3.0,1.0,3
AskCiti,2017-09,7.2,1.55,1.672222222222222,0.1222222222222222,15
AskCiti,2017-10,4.906832298136646,1.826175687666371,1.916149068322981,0.08997338065661047,161
AskCiti,2017-11,4.202247191011236,1.7595505617977527,1.8782771535580527,0.11872659176029962,89
AskCiti,2017-12,4.03125,1.7291666666666667,1.8057291666666666,0.0765625,32
AskDSC,2017-08,4.0,1.75,2.333333333333333,0.5833333333333333,2
AskDSC,2017-09,3.6666666666666665,1.6944444444444444,2.25,0.5555555555555555,6
AskDSC,2017-10,3.25,1.84375,1.875,0.03125,8
AskDSC,2017-11,3.0,2.0,2.0,0.0,1
AskDSC,2017-12,3.0,2.0,3.0,1.0,1
AskLyft,2015-08,3.75,1.0,1.8875,0.8875,4
AskLyft,2017-06,3.0,2.0,3.0,1.0,1
AskLyft,2017-09,4.0,2.0,3.0,1.0,1
AskLyft,2017-10,3.6761363636363638,1.7306344696969695,1.896259469696969,0.165625,352
AskLyft,2017-11,3.7439024390243905,1.7641260162601622,1.9850609756097561,0.22093495934959342,164
AskLyft,2017-12,3.716666666666667,1.7318749999999996,1.9629166666666662,0.23104166666666667,120
AskPapaJohns,2017-05,3.05,1.925,1.825,-0.09999999999999999,20
AskPapaJohns,2017-09,4.0,1.875,1.375,-0.5,4
AskPapaJohns,2017-10,3.819935691318328,1.7605573419078242,1.938156484458735,0.17759914255091105,311
AskPapaJohns,2017-11,4.435483870967742,1.9069508448540708,1.8771505376344086,-0.029800307219662068,62
AskPapaJohns,2017-12,3.731707317073171,1.961382113821138,1.9715447154471546,0.010162601626016267,41
AskPayPal,2017-05,3.0,2.5,3.0,0.5,1
AskPayPal,2017-09,5.0,1.5555555555555556,1.3333333333333333,-0.22222222222222224,3
AskPayPal,2017-10,3.958904109589041,1.7563356164383566,1.9634703196347034,0.20713470319634705,292
AskPayPal,2017-11,3.8578199052132702,1.7323854660347546,1.9459715639810422,0.21358609794628752,211
AskPayPal,2017-12,3.5652173913043477,1.8528985507246376,1.9365942028985512,0.08369565217391303,46
AskPlayStation,2014-07,12.0,1.6666666666666667,1.5,-0.16666666666666674,1
AskPlayStation,2015-02,3.6666666666666665,1.0,1.8333333333333333,0.8333333333333334,3
AskPlayStation,2015-09,3.0,3.0,1.0,-2.0,1
AskPlayStation,2015-12,4.0,2.0,2.0,0.0,1
AskPlayStation,2017-02,3.5,2.0,1.5,-0.5,2
AskPlayStation,2017-04,3.0,2.0,2.25,0.25,2
AskPlayStation,2017-05,3.0,1.0,2.0,1.0,1
AskPlayStation,2017-07,5.0,1.3333333333333333,2.0,0.6666666666666666,6
AskPlayStation,2017-08,4.0,1.8333333333333335,1.7142857142857142,-0.11904761904761907,7
AskPlayStation,2017-09,4.411764705882353,1.6176470588235294,1.6666666666666667,0.049019607843137275,17
AskPlayStation,2017-10,4.477881257275902,1.6472836631742338,1.8186304673208047,0.1713468041465712,1718
AskPlayStation,2017-11,4.436936936936937,1.6660714285714282,1.8835085085085086,0.21743707993707978,444
AskPlayStation,2017-12,4.511278195488722,1.5413533834586466,1.7844611528822054,0.24310776942355886,133
AskRBC,2017-05,4.0,2.5,2.0,-0.5,1
AskRBC,2017-09,3.588235294117647,1.8725490196078431,1.8823529411764706,0.009803921568627442,17
AskRBC,2017-10,3.793103448275862,1.7931034482758617,2.013984674329502,0.22088122605363983,87
AskRBC,2017-11,3.526315789473684,1.8710526315789473,1.9078947368421049,0.036842105263157905,19
AskRBC,2017-12,4.0625,1.71875,1.625,-0.09374999999999999,16
AskRobinhood,2016-01,3.0,1.5,1.0,-0.5,1
AskRobinhood,2017-02,4.0,2.5,1.0,-1.5,1
AskRobinhood,2017-09,3.8,1.9,1.8,-0.09999999999999998,10
AskRobinhood,2017-10,3.4545454545454546,1.8560606060606062,1.9318181818181819,0.07575757575757577,22
AskRobinhood,2017-11,3.75,1.75,2.020833333333333,0.2708333333333333,4
AskRobinhood,2017-12,3.0,2.0,2.0,0.0,1
AskSeagate,2014-12,7.0,1.5,2.0,0.5,1
AskSeagate,2017-05,5.0,2.0,2.0,0.0,1
AskSeagate,2017-06,3.0,1.0,1.5,0.5,1
AskSeagate,2017-09,5.333333333333333,1.5555555555555556,1.8703703703703702,0.3148148148148149,9
AskSeagate,2017-10,4.461538461538462,1.852564102564102,1.9807692307692308,0.1282051282051282,26
AskSeagate,2017-11,4.5,1.7642857142857142,1.6309523809523812,-0.13333333333333336,14
AskSeagate,2017-12,3.0,1.3333333333333333,1.0,-0.33333333333333326,1
AskTarget,2017-05,8.0,1.5,2.0,0.5,1
AskTarget,2017-07,4.0,1.0,2.0,1.0,1
AskTarget,2017-09,5.0,1.8333333333333333,2.0,0.16666666666666666,3
AskTarget,2017-10,4.031963470319635,1.790715372907154,1.8824200913242009,0.09170471841704719,219
AskTarget,2017-11,3.6608187134502925,1.7310776942355894,1.8885315139701104,0.1574538197345215,513
AskTarget,2017-12,3.5126582278481013,1.7847950572634115,1.8658755274261611,0.08108047016274866,158
AskTigogh,2017-09,6.454545454545454,1.7272727272727273,2.151515151515152,0.42424242424242425,11
AskTigogh,2017-10,5.3,2.004166666666667,2.125,0.12083333333333335,20
AskTigogh,2017-11,5.142857142857143,1.7857142857142858,2.142857142857143,0.35714285714285715,7
AskTigogh,2017-12,5.4,1.7466666666666668,1.9,0.15333333333333338,5
AskVirginMoney,2017-09,7.55,1.6708333333333336,1.8166666666666669,0.14583333333333331,20
AskVirginMoney,2017-10,6.04,1.7466666666666666,2.0322222222222224,0.2855555555555556,75
AskVirginMoney,2017-11,4.894736842105263,2.013157894736842,2.1622807017543857,0.14912280701754385,19
AskVirginMoney,2017-12,6.333333333333333,1.7592592592592595,2.111111111111111,0.35185185185185186,9
Ask_Spectrum,2015-04,3.0,1.5,1.5,0.0,1
Ask_Spectrum,2016-10,4.0,1.5,1.5,0.0,1
Ask_Spectrum,2017-06,5.0,1.0,2.0,1.0,1
Ask_Spectrum,2017-09,5.0,1.6666666666666667,1.5555555555555556,-0.11111111111111109,3
Ask_Spectrum,2017-10,4.811643835616438,1.6889586504312533,1.8123097412480977,0.12335109081684417,876
Ask_Spectrum,2017-11,4.474040632054176,1.667467483607438,1.8117327743738583,0.14426529076641942,443
Ask_Spectrum,2017-12,4.509157509157509,1.6916361416361418,1.8531135531135532,0.1614774114774115,273
Ask_WellsFargo,2016-02,4.0,1.5,2.0,0.5,1
Ask_WellsFargo,2017-07,4.0,2.0,1.0,-1.0,1
Ask_WellsFargo,2017-09,4.25,1.375,1.3541666666666665,-0.020833333333333343,8
Ask_WellsFargo,2017-10,3.9614147909967845,1.690353697749196,1.8084137191854233,0.11806002143622728,311
Ask_WellsFargo,2017-11,3.9583333333333335,1.6616319444444443,1.8321180555555558,0.17048611111111112,96
Ask_WellsFargo,2017-12,3.8783783783783785,1.672972972972973,1.7272200772200774,0.054247104247104244,74
AskeBay,2017-04,8.0,2.0,2.0,0.0,1
AskeBay,2017-07,3.5,2.1666666666666665,1.6666666666666665,-0.5,2
AskeBay,2017-08,3.5,1.6666666666666667,1.6875,0.02083333333333326,4
AskeBay,2017-09,5.470588235294118,1.6372549019607845,1.6450980392156864,0.007843137254901947,17
AskeBay,2017-10,5.375979112271541,1.6827458659704089,1.7751212234240956,0.09237535745368637,766
AskeBay,2017-11,5.326984126984127,1.7174829931972793,1.8354648526077098,0.11798185941043089,315
AskeBay,2017-12,4.137931034482759,1.6810344827586206,1.8623563218390804,0.18132183908045976,58
AsurionCares,2017-08,3.3333333333333335,2.1666666666666665,1.888888888888889,-0.27777777777777773,3
AsurionCares,2017-09,6.0,2.0,1.7142857142857142,-0.2857142857142857,7
AsurionCares,2017-10,5.176795580110498,1.7528545119705343,1.7452117863720074,-0.007642725598526695,181
AsurionCares,2017-11,4.613636363636363,1.540530303030303,1.9541666666666666,0.4136363636363637,44
AsurionCares,2017-12,5.1,1.6833333333333336,1.6633333333333333,-0.019999999999999973,10
AzureSupport,2017-04,6.0,1.5,1.3333333333333333,-0.16666666666666674,3
AzureSupport,2017-07,4.0,2.0,2.3333333333333335,0.3333333333333335,1
AzureSupport,2017-09,5.285714285714286,1.7857142857142858,1.6904761904761905,-0.09523809523809525,7
AzureSupport,2017-10,5.445945945945946,1.7395270270270273,1.9445409695409694,0.2050139425139426,444
AzureSupport,2017-11,5.631578947368421,1.7878167641325535,1.9558479532163742,0.16803118908382064,171
AzureSupport,2017-12,5.853658536585366,1.6544715447154474,1.965447154471545,0.3109756097560976,41
BofA_Help,2014-05,5.0,1.0,2.0,1.0,2
BofA_Help,2015-12,3.0,2.0,1.5,-0.5,2
BofA_Help,2016-07,4.0,2.3333333333333335,2.0,-0.3333333333333335,2
BofA_Help,2016-10,11.0,2.0,2.3333333333333335,0.3333333333333335,1
BofA_Help,2017-01,6.0,1.0,2.0,1.0,3
BofA_Help,2017-08,4.0,2.0,2.5,0.5,2
BofA_Help,2017-09,5.470588235294118,1.5588235294117647,1.5588235294117647,0.0,17
BofA_Help,2017-10,4.3325,1.777270833333334,1.8155565476190458,0.038285714285714284,800
BofA_Help,2017-11,4.301075268817204,1.6884365932753023,1.8944444444444446,0.2060078511691415,279
BofA_Help,2017-12,3.8461538461538463,1.620299145299145,1.906837606837607,0.2865384615384616,78
BoostCare,2017-09,3.6666666666666665,1.7407407407407407,1.9814814814814818,0.24074074074074078,9
BoostCare,2017-10,3.78,1.7673333333333332,1.805,0.037666666666666654,50
BoostCare,2017-11,4.375,1.7083333333333333,1.8125,0.10416666666666666,8
BoostCare,2017-12,3.8,1.7,1.8,0.1,5
British_Airways,2015-03,5.5,1.3333333333333333,1.3333333333333333,5.551115123125783e-17,4
British_Airways,2015-10,4.0,2.0,2.0,0.0,2
British_Airways,2016-06,6.5,1.75,1.5,-0.25,2
British_Airways,2017-04,6.0,2.5,1.5,-1.0,1
British_Airways,2017-06,8.0,1.0,1.0,0.0,1
British_Airways,2017-07,19.9,1.95,1.55,-0.4000000000000001,10
British_Airways,2017-08,9.0,2.0303030303030303,1.4696969696969695,-0.5606060606060607,11
British_Airways,2017-09,6.305555555555555,1.6030092592592589,1.7557870370370372,0.15277777777777776,72
British_Airways,2017-10,4.7029930928626245,1.7361756751818154,1.8564366114826574,0.12026093630084411,2606
British_Airways,2017-11,4.7844311377245505,1.7926546906187637,1.8830196749358425,0.0903649843170801,835
British_Airways,2017-12,4.006024096385542,1.9287650602409636,1.9195496270797472,-0.009215433161216292,332
CarlsJr,2017-09,3.466666666666667,1.922222222222222,1.8333333333333333,-0.08888888888888888,15
CarlsJr,2017-10,3.0,2.25,1.5555555555555556,-0.6944444444444443,3
CarlsJr,2017-11,3.0,1.4333333333333333,1.8,0.36666666666666664,5
CenturyLinkHelp,2017-09,4.75,1.375,2.125,0.75,4
CenturyLinkHelp,2017-10,3.7281553398058254,1.7566920943134532,1.7689320388349516,0.012239944521497915,206
CenturyLinkHelp,2017-11,4.391304347826087,1.8185300207039339,1.751690821256039,-0.06683919944789513,69
CenturyLinkHelp,2017-12,3.642857142857143,1.4434523809523812,1.7946428571428574,0.3511904761904762,28
ChaseSupport,2013-07,3.0,2.0,2.0,0.0,1
ChaseSupport,2014-08,6.0,1.6666666666666667,2.0,0.33333333333333326,1
ChaseSupport,2015-11,4.0,1.0,2.0,1.0,2
ChaseSupport,2017-01,6.0,2.0,2.0,0.0,1
ChaseSupport,2017-05,4.0,2.3333333333333335,2.0,-0.3333333333333335,1
ChaseSupport,2017-06,4.0,2.0,2.0,0.0,1
ChaseSupport,2017-09,5.0,2.1666666666666665,1.777777777777778,-0.38888888888888884,3
ChaseSupport,2017-10,4.237037037037037,1.7708024691358026,1.9443827160493827,0.17358024691358026,270
ChaseSupport,2017-11,4.229166666666667,1.7834201388888895,1.9294270833333333,0.14600694444444443,96
ChaseSupport,2017-12,4.150943396226415,1.6361635220125788,1.9386792452830188,0.3025157232704403,53
ChipotleTweets,2012-09,3.0,1.5,2.0,0.5,1
ChipotleTweets,2017-07,4.0,3.0,1.5,-1.5,1
ChipotleTweets,2017-09,5.222222222222222,1.5925925925925926,1.783333333333333,0.19074074074074077,9
ChipotleTweets,2017-10,3.8122513922036596,1.8242072962836673,1.9806663636019244,0.15645906731825593,1257
ChipotleTweets,2017-11,3.80794701986755,1.877633238725954,1.9770971302428257,0.09946389151687166,302
ChipotleTweets,2017-12,3.891472868217054,1.7999446290143966,1.9709302325581395,0.1709856035437431,129
CoxHelp,2013-12,9.0,2.0,3.0,1.0,1
CoxHelp,2017-08,4.0,2.0,2.0,0.0,1
CoxHelp,2017-09,3.6,1.8666666666666667,1.7,-0.16666666666666674,5
CoxHelp,2017-10,4.582623509369676,1.7068710959681992,1.7621237932992624,0.055252697331061876,587
CoxHelp,2017-11,4.744565217391305,1.8283902691511387,1.8441252587991723,0.01573498964803315,184
CoxHelp,2017-12,4.336956521739131,1.7069616977225677,1.8115553830227742,0.10459368530020703,92
DellCares,2015-09,3.0,2.0,1.0,-1.0,1
DellCares,2017-09,7.894736842105263,1.236842105263158,1.6842105263157894,0.4473684210526316,19
DellCares,2017-10,5.108597285067873,1.6689291101055808,1.8597285067873306,0.19079939668174958,221
DellCares,2017-11,4.47008547008547,1.6127696377696372,1.7880952380952377,0.17532560032560027,117
DellCares,2017-12,4.344827586206897,1.8758620689655177,2.0405172413793102,0.16465517241379315,58
Delta,2016-08,3.0,2.0,2.0,0.0,1
Delta,2017-01,4.0,2.5,2.0,-0.5,2
Delta,2017-03,5.0,2.0,2.0,0.0,1
Delta,2017-06,3.0,2.0,1.0,-1.0,1
Delta,2017-07,4.0,1.8333333333333333,2.3333333333333335,0.5,3
Delta,2017-08,13.357142857142858,1.8392857142857142,1.8571428571428574,0.017857142857142842,14
Delta,2017-09,4.85,1.7083333333333333,1.8541666666666665,0.14583333333333331,20
Delta,2017-10,4.558956916099773,1.7787023539574587,1.918619299571681,0.13991694561422444,2646
Delta,2017-11,4.556511056511057,1.8267296517296538,1.976210951210952,0.1494812994812994,814
Delta,2017-12,4.176470588235294,1.8711527035056448,1.8974153297682705,0.02626262626262627,374
DoorDash_Help,2017-09,3.090909090909091,1.765151515151515,2.0575757575757576,0.2924242424242424,11
DoorDash_Help,2017-10,3.1772151898734178,1.760337552742616,1.9789029535864977,0.21856540084388185,79
DoorDash_Help,2017-11,3.72,1.9366666666666668,1.7126666666666666,-0.22399999999999998,25
DoorDash_Help,2017-12,3.0,1.7555555555555558,1.7422222222222223,-0.013333333333333345,15
DropboxSupport,2017-08,6.0,2.0,1.0,-1.0,2
DropboxSupport,2017-09,5.375,1.8333333333333335,1.8229166666666665,-0.010416666666666685,40
DropboxSupport,2017-10,5.05859375,1.780143229166667,1.877734375,0.09759114583333331,256
DropboxSupport,2017-11,5.3310344827586205,1.826436781609196,1.997931034482759,0.17149425287356324,145
DropboxSupport,2017-12,4.142857142857143,1.6428571428571428,1.4047619047619049,-0.23809523809523808,7
DunkinDonuts,2017-09,3.0,1.9333333333333336,2.1,0.16666666666666666,5
DunkinDonuts,2017-10,3.0697674418604652,1.6569767441860466,1.8410852713178292,0.1841085271317829,43
DunkinDonuts,2017-11,3.0,1.75,1.8333333333333333,0.08333333333333333,9
DunkinDonuts,2017-12,3.0,2.0,2.0,0.0,1
GWRHelp,2013-02,6.0,2.0,2.0,0.0,1
GWRHelp,2014-04,7.0,2.0,2.0,0.0,1
GWRHelp,2017-01,3.0,2.0,2.0,0.0,1
GWRHelp,2017-02,9.0,2.3333333333333335,2.0,-0.3333333333333335,1
GWRHelp,2017-07,8.0,2.0,2.0,0.0,1
GWRHelp,2017-08,6.0,1.3333333333333333,1.8333333333333333,0.5,1
GWRHelp,2017-09,10.0,1.4629629629629628,2.111111111111111,0.6481481481481481,9
GWRHelp,2017-10,4.994606256742179,1.822941387989932,1.8965017722299269,0.07356038423999588,927
GWRHelp,2017-11,4.605985037406484,1.781569884811781,1.8487115544472146,0.06714166963543529,802
GWRHelp,2017-12,4.511428571428572,1.8113809523809514,1.8759319727891155,0.06455102040816324,350
GloCare,2014-08,7.833333333333333,2.0,1.6666666666666667,-0.3333333333333333,6
GloCare,2015-09,5.0,2.5,2.075,-0.425,4
GloCare,2016-09,5.0,2.0,1.0,-1.0,1
GloCare,2017-07,5.0,1.4444444444444446,1.3333333333333333,-0.11111111111111116,3
GloCare,2017-08,5.5,1.75,2.0,0.25,2
GloCare,2017-09,24.980392156862745,1.218954248366013,1.8088235294117647,0.5898692810457516,51
GloCare,2017-10,5.8997493734335835,1.6640350877192975,1.8757071249552448,0.21167203723594705,399
GloCare,2017-11,5.5966386554621845,1.6412665066026408,1.8766806722689076,0.23541416566626652,238
GloCare,2017-12,4.43298969072165,1.681615120274914,1.8355424644084437,0.15392734413352974,97
GoDaddyHelp,2017-08,3.0,2.0,3.0,1.0,1
GoDaddyHelp,2017-09,5.0,2.25,2.25,0.0,2
GoDaddyHelp,2017-10,4.185430463576159,1.7956953642384104,1.9232891832229577,0.1275938189845474,151
GoDaddyHelp,2017-11,4.075,1.6208333333333331,1.7725000000000002,0.15166666666666667,40
GoDaddyHelp,2017-12,3.769230769230769,1.5384615384615385,1.8461538461538463,0.3076923076923077,13
GooglePlayMusic,2017-08,3.0,1.5,2.0,0.5,1
GooglePlayMusic,2017-09,6.15,1.6291666666666669,1.8166666666666664,0.18749999999999994,20
GooglePlayMusic,2017-10,4.114754098360656,1.7404371584699454,1.9385245901639343,0.19808743169398915,61
GooglePlayMusic,2017-11,4.25,1.6625,1.6875,0.025,20
GooglePlayMusic,2017-12,3.857142857142857,1.75,1.8809523809523812,0.130952380952381,7
GreggsOfficial,2016-04,3.0,2.0,2.0,0.0,1
GreggsOfficial,2017-07,5.0,1.0,2.0,1.0,1
GreggsOfficial,2017-09,6.0,1.5,1.8333333333333333,0.3333333333333333,3
GreggsOfficial,2017-10,4.013333333333334,1.734777777777778,1.9953333333333334,0.2605555555555556,150
GreggsOfficial,2017-11,3.941666666666667,1.8363888888888886,1.9380555555555552,0.10166666666666671,240
GreggsOfficial,2017-12,3.6,1.7895238095238102,1.9076190476190475,0.11809523809523809,35
HPSupport,2016-07,6.5,1.5,1.5,0.0,2
HPSupport,2017-02,7.0,3.0,2.0,-1.0,1
HPSupport,2017-04,5.0,2.0,1.0,-1.0,1
HPSupport,2017-07,3.0,2.0,2.0,0.0,1
HPSupport,2017-08,3.0,1.6,1.8,0.2,5
HPSupport,2017-09,5.6,1.6666666666666667,1.7666666666666664,0.09999999999999995,10
HPSupport,2017-10,4.336842105263158,1.7608771929824558,1.8565789473684207,0.09570175438596493,190
HPSupport,2017-11,4.696428571428571,1.5952380952380951,1.8669642857142856,0.2717261904761905,56
HPSupport,2017-12,4.111111111111111,1.5546296296296296,1.935185185185185,0.3805555555555556,18
HiltonHelp,2017-02,4.0,1.6666666666666667,2.0,0.33333333333333326,1
HiltonHelp,2017-09,3.230769230769231,1.532051282051282,1.8974358974358976,0.36538461538461536,13
HiltonHelp,2017-10,3.9130434782608696,1.8894927536231885,1.88768115942029,-0.0018115942028985828,46
HiltonHelp,2017-11,3.0,2.5,2.0,-0.5,2
